Periodo,Ciudad,Operacion,Tipo,Colonia,n,precio_representativo,precio_min,precio_max,precio_skew,precio_metodo,area_m2_representativo,area_m2_min,area_m2_max,area_m2_skew,area_m2_metodo,PxM2_representativo,PxM2_min,PxM2_max,PxM2_skew,PxM2_metodo
Sep25,Zap,Ven,Cas,Rancho Contento,5,19976824.0,18035409.0,24800000.0,0.8044234755578462,mediana_rango,430.0,353.0,550.0,0.918540138785625,mediana_rango,45485.976744186046,40182.170909090906,70254.95750708216,1.9493104211591292,mediana_rango
Sep25,Zap,Ven,Cas,Real Vallarta,6,10900000.0,8390000.0,13630000.0,-0.06211480188030099,mediana_rango,329.5,240.0,430.0,0.06400594171382605,mediana_rango,33646.83133732535,24705.88235294117,36892.307692307695,-1.338820049701338,mediana_rango
Sep25,Zap,Ven,Cas,Real de Valdepeñas,9,4990000.0,3500000.0,7300000.0,0.8517493001552215,mediana_rango,167.0,124.0,226.0,0.3301334672292819,mediana_rango,28571.42857142857,22681.81818181818,43712.5748502994,1.5888689554699649,mediana_rango
Sep25,Zap,Ven,Cas,Real del Bosque,8,4145000.0,2999000.0,26650000.0,1.4315857494695245,mediana_rango,131.5,89.0,476.0,1.43692285478259,mediana_rango,34275.5765819042,26000.0,67468.35443037975,1.4698549992620145,mediana_rango
Sep25,Zap,Ven,Cas,Reserva Real,8,25211778.5,20706294.0,35000000.0,1.1286636606558629,mediana_rango,515.0,415.0,600.0,-0.06596222403504086,mediana_rango,49026.46408199643,42978.566666666666,67228.9156626506,1.1818588093987397,mediana_rango
Sep25,Zap,Ven,Cas,Royal Country,9,25420935.0,12700000.0,29916882.0,-0.48746749988749577,mediana_rango,412.0,322.0,500.0,-0.4967968214345418,mediana_rango,53941.90871369295,35194.17475728155,70690.9725,-0.16685072624983124,mediana_rango
Sep25,Zap,Ven,Cas,San Juan de Ocotán,6,15450000.0,1300000.0,21200000.0,-0.7416208816596176,mediana_rango,329.5,80.0,500.0,-0.406941739215177,mediana_rango,41187.5,16250.0,48480.24316109422,-1.4908884950782617,mediana_rango
Sep25,Zap,Ven,Cas,Santa Ana Tepetitlán,29,4430000.0,1990000.0,24700000.0,3.18067238917074,mediana_IQR,144.0,82.0,564.0,2.0560992874689,mediana_IQR,29761.904761904763,13773.584905660377,63333.333333333336,1.549295714950329,mediana_IQR
Sep25,Zap,Ven,Cas,Santa Fe,8,14425000.0,5490000.0,23400000.0,-0.023367573425556596,mediana_rango,386.5,199.0,600.0,0.11060336835346767,mediana_rango,30987.745098039217,18181.81818181818,55295.50827423168,0.37990294634172433,mediana_rango
Sep25,Zap,Ven,Cas,Santa Isabel,8,22500000.0,16000000.0,39950000.0,0.9735410642894902,mediana_rango,499.5,330.0,940.0,1.6722322763402706,mediana_rango,45151.51515151515,35714.28571428572,75806.45161290323,0.8808474162790655,mediana_rango
Sep25,Zap,Ven,Cas,Santillana,8,6300000.0,3100000.0,11135999.0,0.5494179818094963,mediana_rango,188.5,131.0,300.0,0.8587742817320458,mediana_rango,36615.553888888884,20666.666666666668,45185.18518518518,-0.8665302925968438,mediana_rango
Sep25,Zap,Ven,Cas,Sendas Residencial G3,5,4300000.0,4300000.0,4500000.0,0.6135736208351428,mediana_rango,190.0,115.0,197.0,-1.8022928863952146,mediana_rango,22631.57894736842,21827.41116751269,39130.434782608696,1.9401367765342457,mediana_rango
Sep25,Zap,Ven,Cas,Sin Nombre,12,14237999.0,2170000.0,39990000.0,1.0463024879040472,mediana_IQR,319.0,110.0,550.0,0.1053944045876485,mediana_IQR,45835.517604166664,19727.272727272728,72709.09090909091,-0.15577613171425347,mediana_IQR
Sep25,Zap,Ven,Cas,Soare Acantia I,17,7550000.0,6300000.0,9190000.0,-0.024640655611213293,mediana_IQR,205.0,147.0,270.0,-0.04565714095850854,mediana_IQR,37500.0,32812.5,52380.95238095238,1.5187342506276025,mediana_IQR
Sep25,Zap,Ven,Cas,Soare II Coto2,14,8562500.0,6550000.0,9830000.0,-0.4465695072224441,mediana_IQR,217.5,143.0,240.0,-1.1636795920440968,mediana_IQR,40191.04938271605,34125.0,59685.31468531468,1.889663664155742,mediana_IQR
Sep25,Zap,Ven,Cas,Solares,24,9200000.0,6880000.0,18000000.0,1.2141134305877197,mediana_IQR,250.0,177.0,470.0,1.3263403166829049,mediana_IQR,38104.554655870445,29664.17910447761,49400.0,0.6280069620977676,mediana_IQR
Sep25,Zap,Ven,Cas,Solares Antara,12,7895000.0,6800000.0,9300000.0,-0.008227287731013659,mediana_IQR,207.5,144.0,240.0,-0.8932034539287221,mediana_IQR,38106.796116504855,32041.666666666668,64583.333333333336,2.009218183771642,mediana_IQR
Sep25,Zap,Ven,Cas,Tabachines,9,4570000.0,3700000.0,7990000.0,0.8084336669201817,mediana_rango,220.0,142.0,422.0,1.1557976069738967,mediana_rango,20534.979423868317,18933.649289099525,31363.636363636364,1.0724897222007936,mediana_rango
Sep25,Zap,Ven,Cas,Tepeyac Casino,6,10975000.0,6900000.0,15800000.0,0.4550645590011994,mediana_rango,288.0,200.0,599.0,1.7893013583157105,mediana_rango,34964.723926380364,26377.29549248748,46222.22222222222,0.8031455627890112,mediana_rango
Sep25,Zap,Ven,Cas,Valeira,14,9445000.0,7490000.0,15431700.0,2.26657213906329,mediana_IQR,240.0,187.0,360.0,2.268824360460188,mediana_IQR,40760.34931969507,33587.44394618834,52139.03743315508,1.1566193061000842,mediana_IQR
Sep25,Zap,Ven,Cas,Vallarta Universidad,15,14950000.0,7400000.0,38000000.0,1.1855796437477235,mediana_IQR,375.0,160.0,692.0,0.6610828586644771,mediana_IQR,39955.55555555556,21000.0,77110.4625,0.6071217519908801,mediana_IQR
